TIMESTAMP,ENGINE_COOLANT_TEMP,ENGINE_LOAD,ENGINE_RPM,AIR_INTAKE_TEMP,SPEED,THROTTLE_POS
1503613288195.0,82.0,"20,40%",1214.0,31.0,9.0,23%
1503613296206.0,83.0,"33,30%",1037.0,31.0,0.0,26%
1503613304215.0,83.0,"56,50%",1200.0,31.0,17.0,30%
1503613316158.0,84.0,"51,40%",1937.0,31.0,32.0,34%
1503613324172.0,84.0,"20,80%",1215.0,32.0,3.0,23%
1503613332182.0,85.0,"31,00%",994.0,32.0,0.0,25%
1503613340188.0,86.0,"31,00%",1009.0,32.0,7.0,25%
1503613348195.0,85.0,"63,50%",1988.0,33.0,38.0,37%
1503613356208.0,78.0,"57,60%",2509.0,32.0,52.0,36%
1503613364225.0,79.0,"33,70%",1740.0,32.0,55.0,30%
1503613372230.0,80.0,"40,80%",1859.0,32.0,60.0,32%
1503613380231.0,81.0,"31,80%",1991.0,32.0,60.0,30%
1503613390290.0,80.0,"15,70%",1812.0,32.0,51.0,24%
1503613398430.0,79.0,"16,50%",1358.0,32.0,22.0,22%
1503613409057.0,79.0,"22,40%",1186.0,32.0,23.0,24%
1503613417094.0,79.0,"54,90%",2138.0,31.0,56.0,35%
1503613425096.0,80.0,"16,90%",1903.0,32.0,62.0,25%
1503613433146.0,80.0,"16,10%",1945.0,32.0,49.0,25%
1503613444802.0,80.0,"16,90%",1374.0,32.0,23.0,22%
1503613455822.0,79.0,"54,10%",2392.0,31.0,51.0,36%
1503613467732.0,80.0,"15,70%",1532.0,31.0,42.0,23%
1503613475761.0,80.0,"31,80%",1002.0,31.0,27.0,25%
1503613486942.0,80.0,"23,10%",1859.0,31.0,32.0,24%
1503613498654.0,80.0,"34,90%",1732.0,31.0,40.0,30%
1503613506674.0,80.0,"29,80%",2298.0,31.0,46.0,31%
1503613515762.0,80.0,"39,20%",2463.0,30.0,51.0,33%
1503613523792.0,80.0,"30,60%",1722.0,30.0,51.0,31%
1503613535832.0,81.0,"15,70%",1483.0,31.0,44.0,22%
1503613543837.0,81.0,"32,90%",1326.0,31.0,34.0,23%
1503613554104.0,81.0,"34,90%",936.0,31.0,30.0,26%
1503613565096.0,81.0,"65,50%",1217.0,31.0,34.0,37%
1503613576253.0,81.0,"16,10%",1812.0,31.0,25.0,24%
1503613584256.0,80.0,"16,10%",2150.0,31.0,31.0,26%
1503613592260.0,80.0,"20,00%",1578.0,31.0,21.0,25%
1503613600262.0,81.0,"25,50%",1126.0,32.0,12.0,24%
1503613612149.0,81.0,"25,10%",1109.0,32.0,22.0,24%
1503613624037.0,80.0,"20,00%",1209.0,33.0,31.0,30%
1503613632175.0,79.0,"46,30%",2138.0,32.0,51.0,37%
1503613640988.0,79.0,"23,90%",2122.0,32.0,39.0,29%
1503613648996.0,79.0,"19,20%",1180.0,32.0,28.0,23%
1503613657010.0,80.0,"25,50%",1728.0,32.0,28.0,26%
1503613668671.0,80.0,"55,30%",1479.0,32.0,40.0,33%
1503613679684.0,81.0,"15,70%",1862.0,33.0,29.0,24%
1503613690801.0,81.0,"66,30%",1374.0,32.0,28.0,51%
1503613701373.0,81.0,"33,70%",2374.0,32.0,28.0,31%
1503613709386.0,82.0,"18,80%",1291.0,32.0,17.0,25%
1503613718055.0,82.0,"21,60%",1164.0,32.0,20.0,23%
1503613729052.0,82.0,"28,20%",1084.0,33.0,11.0,24%
1503613739695.0,82.0,"52,50%",1564.0,34.0,36.0,33%
1503613750437.0,81.0,"21,20%",1860.0,34.0,36.0,27%
1503613758451.0,81.0,"15,70%",2048.0,34.0,34.0,25%
1503613766478.0,81.0,"23,10%",1163.0,34.0,17.0,24%
1503613775003.0,82.0,"30,20%",1339.0,34.0,31.0,27%
1503613783016.0,82.0,"20,80%",1796.0,34.0,37.0,28%
1503613794051.0,82.0,"32,20%",1585.0,34.0,36.0,29%
1503613802103.0,81.0,"43,10%",1133.0,35.0,32.0,30%
1503613810383.0,81.0,"30,20%",1443.0,35.0,34.0,26%
1503613818692.0,80.0,"18,80%",1419.0,35.0,41.0,22%
1503613828838.0,80.0,"17,30%",1768.0,35.0,44.0,24%
1503613840317.0,80.0,"16,90%",1509.0,35.0,48.0,23%
1503613849135.0,80.0,"17,60%",1394.0,35.0,27.0,23%
1503613861076.0,80.0,"25,90%",1131.0,36.0,0.0,25%
1503613872642.0,81.0,"17,30%",1546.0,38.0,28.0,26%
1503613883109.0,80.0,"20,00%",2973.0,38.0,47.0,31%
1503613891119.0,81.0,"16,50%",1770.0,38.0,37.0,24%
1503613900490.0,82.0,"41,60%",1624.0,38.0,39.0,31%
1503613908507.0,82.0,"31,00%",2105.0,38.0,43.0,29%
1503613916516.0,81.0,"32,90%",2343.0,38.0,47.0,32%
1503613924564.0,81.0,"24,30%",2395.0,37.0,42.0,30%
1503613932585.0,81.0,"15,70%",1925.0,38.0,17.0,24%
1503613940599.0,81.0,"66,70%",1300.0,40.0,41.0,49%
1503613948636.0,81.0,"17,30%",2399.0,39.0,52.0,26%
1503613956667.0,81.0,"33,30%",2176.0,38.0,59.0,32%
1503613964688.0,81.0,"30,60%",1929.0,37.0,62.0,30%
1503613972748.0,81.0,"20,00%",2032.0,36.0,67.0,31%
1503613981158.0,82.0,"50,20%",2294.0,36.0,75.0,35%
1503613989166.0,83.0,"33,30%",2464.0,35.0,78.0,30%
1503614000074.0,83.0,"34,50%",2495.0,35.0,70.0,32%
1503614011054.0,83.0,"24,30%",1652.0,35.0,48.0,30%
1503614019072.0,83.0,"65,10%",1894.0,33.0,52.0,38%
1503614027080.0,83.0,"26,70%",2369.0,34.0,57.0,27%
1503614037138.0,84.0,"27,10%",1837.0,34.0,59.0,28%
1503614046055.0,84.0,"23,50%",1983.0,34.0,57.0,29%
1503614054106.0,85.0,"16,90%",1507.0,34.0,35.0,27%
1503614062128.0,85.0,"46,30%",1759.0,33.0,33.0,24%
1503614070231.0,85.0,"54,10%",1903.0,33.0,44.0,34%
1503614078270.0,85.0,"16,50%",1528.0,33.0,46.0,23%
1503614086298.0,85.0,"44,30%",2010.0,32.0,52.0,33%
1503614094375.0,85.0,"17,30%",2104.0,33.0,41.0,26%
1503614105591.0,86.0,"16,10%",1484.0,33.0,25.0,23%
1503614114355.0,86.0,"45,50%",1630.0,33.0,38.0,32%
1503614126313.0,85.0,"16,10%",1717.0,33.0,11.0,24%
1503614135540.0,85.0,"29,80%",990.0,34.0,14.0,25%
1503614143574.0,85.0,"33,30%",2482.0,36.0,36.0,27%
1503614151632.0,85.0,"22,70%",2012.0,35.0,38.0,26%
1503614159644.0,85.0,"24,70%",1856.0,35.0,35.0,26%
1503614167651.0,84.0,"22,40%",1853.0,36.0,38.0,27%
1503614178938.0,84.0,"37,60%",2129.0,35.0,44.0,33%
1503614190482.0,83.0,"15,70%",1677.0,35.0,36.0,26%
1503614202326.0,83.0,"22,70%",1133.0,35.0,28.0,24%
1503614210484.0,83.0,"23,90%",2048.0,35.0,34.0,27%
1503614222069.0,84.0,"16,10%",1496.0,35.0,23.0,23%
1503614230288.0,84.0,"25,90%",1115.0,35.0,18.0,24%
1503614238337.0,83.0,"31,00%",1811.0,35.0,31.0,32%
1503614249702.0,83.0,"15,70%",1666.0,35.0,14.0,23%
1503614257741.0,83.0,"22,70%",1156.0,36.0,11.0,24%
1503614265756.0,83.0,,,37.0,0.0,21%
1503614273817.0,83.0,,,39.0,0.0,28%
1503614281831.0,,,,,,28%
1503623265041.0,,,,,0.0,
1503623268798.0,,,,,0.0,
1503623269049.0,,,,,0.0,
1503623272911.0,,,,,0.0,
1503623277130.0,,,,,0.0,
1503623281145.0,,,,,0.0,
1503623285151.0,,,,,0.0,
1503623325330.0,,,,,0.0,
1503623351793.0,,,,,0.0,
1503623377626.0,,,,,0.0,
1503623381639.0,,,,,0.0,
1503623390484.0,,,,,0.0,
1503623406210.0,,,,,0.0,
1503623432290.0,,,,,0.0,
1503623445504.0,,,,,0.0,
1503623483130.0,,,,,0.0,
1503623493057.0,,,,,0.0,
1503623505923.0,,,,,0.0,
1503623527330.0,,,,,0.0,
1503623569672.0,,,,,0.0,
1503623573684.0,,,,,0.0,
1503623577719.0,,,,,0.0,
1503623581750.0,,,,,0.0,
1503623585761.0,,,,,0.0,
1503623589780.0,,,,,0.0,
1503623593819.0,,,,,0.0,
1503623597839.0,,,,,0.0,
1503623601858.0,,,,,0.0,
1503623605879.0,,,,,0.0,
1503623609893.0,,,,,0.0,
1503623613935.0,,,,,0.0,
1503623617970.0,,,,,0.0,
1503623621989.0,,,,,0.0,
1503623626012.0,,,,,0.0,
1503623630046.0,,,,,0.0,
1503623634218.0,,,,,0.0,
1503623652260.0,,,,,0.0,
1503623656292.0,,,,,0.0,
1503623660303.0,,,,,0.0,
1503623664335.0,,,,,0.0,
1503623668346.0,,,,,0.0,
1503623672391.0,,,,,0.0,
1503623692073.0,,,,,0.0,
1503623702863.0,,,,,0.0,
1503623726764.0,,,,,0.0,
1503623736577.0,,,,,0.0,
1503623740619.0,,,,,0.0,
1503623752386.0,,,,,0.0,
1503623771372.0,,,,,0.0,
1503623778257.0,,,,,0.0,
1503623782262.0,,,,,0.0,
1503623786272.0,,,,,0.0,
1503623790281.0,,,,,0.0,
1503623794292.0,,,,,0.0,
1503623798316.0,,,,,0.0,
1503623802468.0,,,,,0.0,
1503623806489.0,,,,,0.0,
1503623810510.0,,,,,0.0,
1503623821681.0,,,,,0.0,
1503623828686.0,,,,,0.0,
1503623857076.0,,,,,0.0,
1503623861093.0,,,,,0.0,
1503623920032.0,,,,,0.0,
1503623924071.0,,,,,0.0,
1503623928373.0,,,,,0.0,
1503623934926.0,,,,,0.0,
1503623938950.0,,,,,0.0,
1503623955052.0,,,,,0.0,
1503623982040.0,,,,,0.0,
1503623986067.0,,,,,0.0,
1503623990086.0,,,,,0.0,
1503624002676.0,,,,,0.0,
1503624012702.0,,,,,0.0,
1503624022753.0,,,,,0.0,
1503624045563.0,,,,,0.0,
1503624070086.0,,,,,0.0,
1503624101603.0,,,,,0.0,
1503624115442.0,,,,,0.0,
1503624136190.0,,,,,0.0,
1503624195524.0,,,,,0.0,
1503624216564.0,,,,,0.0,
1503624220567.0,,,,,0.0,
1503624265620.0,,,,,0.0,
1503624283469.0,,,,,0.0,
1503624295075.0,,,,,0.0,
1503624329071.0,,,,,0.0,
1503624334762.0,,,,,0.0,
1503624343969.0,,,,,0.0,
1503624348238.0,,,,,0.0,
1503624379086.0,,,,,0.0,
1503624390414.0,,,,,0.0,
1503624394436.0,,,,,0.0,
1503624398448.0,,,,,0.0,
1503624402456.0,,,,,0.0,
1503624406460.0,,,,,0.0,
1503624410468.0,,,,,0.0,
1503624414484.0,,,,,0.0,
1503624418503.0,,,,,0.0,
1503624422508.0,,,,,0.0,
1503624433044.0,,,,,0.0,
1503624439216.0,,,,,0.0,
1503624443218.0,,,,,0.0,
1503624447223.0,,,,,0.0,
1503624451226.0,,,,,0.0,
1503624455242.0,,,,,0.0,
1503624459251.0,,,,,0.0,
1503624463254.0,,,,,0.0,
1503624467258.0,,,,,0.0,
1503624471262.0,,,,,0.0,
1503624475300.0,,,,,0.0,
1503624479303.0,,,,,0.0,
1503624483330.0,,,,,0.0,
1503624487338.0,,,,,0.0,
1503624491354.0,,,,,0.0,
1503624495373.0,,,,,0.0,
1503624499377.0,,,,,0.0,
1503624506434.0,,,,,0.0,
1503624580992.0,,,,,0.0,
1503624615580.0,,,,,0.0,
1503624627608.0,,,,,0.0,
1503624648057.0,,,,,0.0,
1503624677651.0,,,,,0.0,
1503624681655.0,,,,,0.0,
1503624685686.0,,,,,0.0,
1503624689723.0,,,,,0.0,
1503624693732.0,,,,,0.0,
1503624699082.0,,,,,0.0,
1503624717019.0,,,,,0.0,
1503624741424.0,,,,,0.0,
1503624922201.0,,,,,0.0,
1503624946833.0,,,,,0.0,
1503624950838.0,,,,,0.0,
1503624954840.0,,,,,0.0,
1503624958844.0,,,,,0.0,
1503624962847.0,,,,,0.0,
1503624966854.0,,,,,0.0,
1503624970863.0,,,,,0.0,
1503624974870.0,,,,,0.0,
1503624978873.0,,,,,0.0,
1503624982876.0,,,,,0.0,
1503624986880.0,,,,,0.0,
1503624990884.0,,,,,0.0,
1503624994887.0,,,,,0.0,
1503624998893.0,,,,,0.0,
1503625002901.0,,,,,0.0,
1503625006918.0,,,,,0.0,
1503625010931.0,,,,,0.0,
1503625014936.0,,,,,0.0,
1503625018938.0,,,,,0.0,
1503625022939.0,,,,,0.0,
1503625026947.0,,,,,0.0,
1503625030950.0,,,,,0.0,
1503625034953.0,,,,,0.0,
1503625038962.0,,,,,0.0,
1503625042972.0,,,,,0.0,
1503625046975.0,,,,,0.0,
1503625050978.0,,,,,0.0,
1503625054984.0,,,,,0.0,
1503625058993.0,,,,,0.0,
1503625063002.0,,,,,0.0,
1503625067005.0,,,,,0.0,
1503625071007.0,,,,,0.0,
1503625075024.0,,,,,0.0,
1503625079029.0,,,,,0.0,
1503625083032.0,,,,,0.0,
1503625087040.0,,,,,0.0,
1503625091050.0,,,,,0.0,
1503625095056.0,,,,,0.0,
1503625099067.0,,,,,0.0,
1503625103076.0,,,,,0.0,
1503625107082.0,,,,,0.0,
1503625111084.0,,,,,0.0,
1503625115092.0,,,,,0.0,
1503625119096.0,,,,,0.0,
1503625123103.0,,,,,0.0,
1503625127109.0,,,,,0.0,
1503625131116.0,,,,,0.0,
1503625135121.0,,,,,0.0,
1503625139125.0,,,,,0.0,
1503625143131.0,,,,,0.0,
1503625147137.0,,,,,0.0,
1503625151141.0,,,,,0.0,
1503625155156.0,,,,,0.0,
1503625159163.0,,,,,0.0,
1503625163167.0,,,,,0.0,
1503625167171.0,,,,,0.0,
1503625171176.0,,,,,0.0,
1503625175180.0,,,,,0.0,
1503625179185.0,,,,,0.0,
1503625183189.0,,,,,0.0,
1503625187193.0,,,,,0.0,
1503625191196.0,,,,,0.0,
1503625195198.0,,,,,0.0,
1503625199200.0,,,,,0.0,
1503625203205.0,,,,,0.0,
1503625207210.0,,,,,0.0,
1503625211214.0,,,,,0.0,
1503625215216.0,,,,,0.0,
1503625219220.0,,,,,0.0,
1503625223224.0,,,,,0.0,
1503625227226.0,,,,,0.0,
1503625231232.0,,,,,0.0,
1503625235235.0,,,,,0.0,
1503625239243.0,,,,,0.0,
1503625243249.0,,,,,0.0,
1503625247254.0,,,,,0.0,
1503625251258.0,,,,,0.0,
1503625255261.0,,,,,0.0,
1503625259269.0,,,,,0.0,
1503625263279.0,,,,,0.0,
1503625267286.0,,,,,0.0,
1503625271292.0,,,,,0.0,
1503625275302.0,,,,,0.0,
1503625279306.0,,,,,0.0,
1503625283310.0,,,,,0.0,
1503625287320.0,,,,,0.0,
1503625291331.0,,,,,0.0,
1503625295339.0,,,,,0.0,
1503625299348.0,,,,,0.0,
1503625303352.0,,,,,0.0,
1503625307362.0,,,,,0.0,
1503625311373.0,,,,,0.0,
1503625315385.0,,,,,0.0,
1503625319390.0,,,,,0.0,
1503625323393.0,,,,,0.0,
1503625327398.0,,,,,0.0,
1503625331402.0,,,,,0.0,
1503625335412.0,,,,,0.0,
1503625339417.0,,,,,0.0,
1503625343420.0,,,,,0.0,
1503625347425.0,,,,,0.0,
1503625351435.0,,,,,0.0,
1503625355444.0,,,,,0.0,
1503625359448.0,,,,,0.0,
1503625363479.0,,,,,0.0,
1503625367488.0,,,,,0.0,
1503625371498.0,,,,,0.0,
1503625375507.0,,,,,0.0,
1503625379517.0,,,,,0.0,
1503625383527.0,,,,,0.0,
1503625387533.0,,,,,0.0,
1503625391544.0,,,,,0.0,
1503625395550.0,,,,,0.0,
1503625399554.0,,,,,0.0,
1503625403562.0,,,,,0.0,
1503625407569.0,,,,,0.0,
1503625411594.0,,,,,0.0,
1503625417196.0,,,,,0.0,
1503625425565.0,,,,,0.0,
1503625441520.0,,,,,0.0,
1503625445616.0,,,,,0.0,
1503625449634.0,,,,,0.0,
1503625453685.0,,,,,0.0,
1503625457719.0,,,,,0.0,
1503625461735.0,,,,,0.0,
1503625465762.0,,,,,0.0,
1503625469765.0,,,,,0.0,
1503625473770.0,,,,,0.0,
1503625477779.0,,,,,0.0,
1503625481794.0,,,,,0.0,
1503625485864.0,,,,,0.0,
1503625489931.0,,,,,0.0,
1503625493943.0,,,,,0.0,
1503625497971.0,,,,,0.0,
1503625502010.0,,,,,0.0,
1503625514457.0,,,,,0.0,
1503625527670.0,,,,,0.0,
1503625531673.0,,,,,0.0,
1503625570558.0,,,,,0.0,
1503625575510.0,,,,,0.0,
1503625579512.0,,,,,0.0,
1503625583515.0,,,,,0.0,
1503625587521.0,,,,,0.0,
1503625591524.0,,,,,0.0,
1503625595534.0,,,,,0.0,
1503625599555.0,,,,,0.0,
1503625603578.0,,,,,0.0,
1503625607582.0,,,,,0.0,
1503625611620.0,,,,,0.0,
1503625615655.0,,,,,0.0,
1503625619687.0,,,,,0.0,
1503625635071.0,,,,,0.0,
1503625639078.0,,,,,0.0,
1503625643082.0,,,,,0.0,
1503625656910.0,,,,,0.0,
1503625708067.0,,,,,0.0,
1503625763192.0,,,,,0.0,
1503625767240.0,,,,,0.0,
1503625810576.0,,,,,0.0,
1503625824214.0,,,,,0.0,
1503625831087.0,,,,,0.0,
1503625842489.0,,,,,0.0,
1503625854460.0,,,,,0.0,
1503625881526.0,,,,,0.0,
1503625885536.0,,,,,0.0,
1503625891479.0,,,,,0.0,
1503625895565.0,,,,,0.0,
1503625942968.0,,,,,0.0,
1503625947005.0,,,,,0.0,
1503625994616.0,,,,,0.0,
1503626004852.0,,,,,0.0,
1503626008855.0,,,,,0.0,
1503626013482.0,,,,,0.0,
1503626017519.0,,,,,0.0,
1503626027432.0,,,,,0.0,
1503626061301.0,,,,,0.0,
1503626068630.0,,,,,0.0,
1503626088914.0,,,,,0.0,
1503626120523.0,,,,,0.0,
1503626124559.0,,,,,0.0,
1503626147596.0,,,,,0.0,
1503626180017.0,,,,,0.0,
1503626190050.0,,,,,0.0,
1503626198905.0,,,,,0.0,
1503626245313.0,,,,,0.0,
1503626268531.0,,,,,0.0,
1503626477258.0,,,,,0.0,
1503626481271.0,,,,,0.0,
1503626485308.0,,,,,0.0,
1503626489343.0,,,,,0.0,
1503626493370.0,,,,,0.0,
1503626497424.0,,,,,0.0,
1503626501451.0,,,,,0.0,
1503626505461.0,,,,,0.0,
1503626509511.0,,,,,0.0,
1503626523488.0,,,,,0.0,
1503626543381.0,,,,,0.0,
1503626547394.0,,,,,0.0,
1503626581450.0,,,,,0.0,
1503626587963.0,,,,,0.0,
1503626618284.0,,,,,0.0,
1503626622292.0,,,,,0.0,
1503626626317.0,,,,,0.0,
1503626630338.0,,,,,0.0,
1503626634373.0,,,,,0.0,
1503626638431.0,,,,,0.0,
1503626642447.0,,,,,0.0,
1503626678231.0,,,,,0.0,
1503626682263.0,,,,,0.0,
1503626711699.0,,,,,0.0,
1503626726156.0,,,,,0.0,
1503626740057.0,,,,,0.0,
1503626782039.0,,,,,0.0,
1503626787876.0,,,,,0.0,
1503626809062.0,,,,,0.0,
1503626844927.0,,,,,0.0,
1503626855044.0,,,,,0.0,
1503626859047.0,,,,,0.0,
1503626902032.0,,,,,0.0,
1503626915858.0,,,,,0.0,
1503626943601.0,,,,,0.0,
1503626959371.0,,,,,0.0,
1503626968473.0,,,,,0.0,
1503627002036.0,,,,,0.0,
1503627023000.0,,,,,0.0,
1503627027002.0,,,,,0.0,
1503627031008.0,,,,,0.0,
1503627095279.0,,,,,0.0,
1503627187548.0,,,,,0.0,
1503627207352.0,,,,,0.0,
1503627238074.0,,,,,0.0,
1503627348002.0,,,,,0.0,
1503627380532.0,,,,,0.0,
1503627384535.0,,,,,0.0,
1503627388559.0,,,,,0.0,
1503627392581.0,,,,,0.0,
1503627396587.0,,,,,0.0,
1503627402248.0,,,,,0.0,
1503627406255.0,,,,,0.0,
1503627448701.0,,,,,0.0,
1503627455050.0,,,,,0.0,
1503627465804.0,,,,,0.0,
1503627469832.0,,,,,0.0,
1503627508037.0,,,,,0.0,
1503627513071.0,,,,,0.0,
1503627546026.0,,,,,0.0,
1503627550033.0,,,,,0.0,
1503627701431.0,,,,,0.0,
1503627906697.0,,,,,0.0,
1503627910699.0,,,,,0.0,
1503627914704.0,,,,,0.0,
1503627918741.0,,,,,0.0,
1503627922780.0,,,,,0.0,
1503627926786.0,,,,,0.0,
1503627996051.0,,,,,0.0,
1503628032192.0,,,,,0.0,
1503628036194.0,,,,,0.0,
1503628040201.0,,,,,0.0,
1503628044204.0,,,,,0.0,
1503628048207.0,,,,,0.0,
1503628052214.0,,,,,0.0,
1503628056245.0,,,,,0.0,
1503628060249.0,,,,,0.0,
1503628064254.0,,,,,0.0,
1503628068255.0,,,,,0.0,
1503628072257.0,,,,,0.0,
1503628076259.0,,,,,0.0,
1503628080262.0,,,,,0.0,
1503628084268.0,,,,,0.0,
1503628088273.0,,,,,0.0,
1503628092276.0,,,,,0.0,
1503628096278.0,,,,,0.0,
1503628100279.0,,,,,0.0,
1503628107906.0,,,,,0.0,
1503628145169.0,,,,,0.0,
1503628149177.0,,,,,0.0,
1503628153187.0,,,,,0.0,
1503628157196.0,,,,,0.0,
1503628161203.0,,,,,0.0,
1503628165216.0,,,,,0.0,
1503628169226.0,,,,,0.0,
1503628173229.0,,,,,0.0,
1503628177238.0,,,,,0.0,
1503628181246.0,,,,,0.0,
1503628185253.0,,,,,0.0,
1503628189261.0,,,,,0.0,
1503628193263.0,,,,,0.0,
1503628197267.0,,,,,0.0,
1503628201269.0,,,,,0.0,
1503628205277.0,,,,,0.0,
1503628209287.0,,,,,0.0,
1503628213289.0,,,,,0.0,
1503628217291.0,,,,,0.0,
1503628221299.0,,,,,0.0,
1503628225303.0,,,,,0.0,
1503628229307.0,,,,,0.0,
1503628233309.0,,,,,0.0,
1503628237312.0,,,,,0.0,
1503628241318.0,,,,,0.0,
1503628245331.0,,,,,0.0,
1503628249335.0,,,,,0.0,
1503628253339.0,,,,,0.0,
1503628257341.0,,,,,0.0,
1503628261346.0,,,,,0.0,
1503628265352.0,,,,,0.0,
1503628269360.0,,,,,0.0,
1503628273364.0,,,,,0.0,
1503628277366.0,,,,,0.0,
1503628281375.0,,,,,0.0,
1503628285385.0,,,,,0.0,
1503628289388.0,,,,,0.0,
1503628293390.0,,,,,0.0,
1503628297392.0,,,,,0.0,
1503628301395.0,,,,,0.0,
1503628305398.0,,,,,0.0,
1503628309400.0,,,,,0.0,
1503628313404.0,,,,,0.0,
1503628317407.0,,,,,0.0,
1503628321413.0,,,,,0.0,
1503628325421.0,,,,,0.0,
1503628329431.0,,,,,0.0,
1503628333433.0,,,,,0.0,
1503628337435.0,,,,,0.0,
1503628341440.0,,,,,0.0,
1503628345449.0,,,,,0.0,
1503628349458.0,,,,,0.0,
1503628353462.0,,,,,0.0,
1503628357469.0,,,,,0.0,
1503628361479.0,,,,,0.0,
1503628365488.0,,,,,0.0,
1503628369490.0,,,,,0.0,
1503628373498.0,,,,,0.0,
1503628377506.0,,,,,0.0,
1503628381509.0,,,,,0.0,
1503628385515.0,,,,,0.0,
1503628389522.0,,,,,0.0,
1503628393532.0,,,,,0.0,
1503628397540.0,,,,,0.0,
1503628401551.0,,,,,0.0,
1503628405553.0,,,,,0.0,
1503628409557.0,,,,,0.0,
1503628413560.0,,,,,0.0,
1503628417564.0,,,,,0.0,
1503628421571.0,,,,,0.0,
1503628425579.0,,,,,0.0,
1503628429582.0,,,,,0.0,
1503628433584.0,,,,,0.0,
1503628437587.0,,,,,0.0,
1503628441588.0,,,,,0.0,
1503628445590.0,,,,,0.0,
1503628449591.0,,,,,0.0,
1503628453593.0,,,,,0.0,
1503628457595.0,,,,,0.0,
1503628461598.0,,,,,0.0,
1503628465602.0,,,,,0.0,
1503628469604.0,,,,,0.0,
1503628473604.0,,,,,0.0,
1503628477606.0,,,,,0.0,
1503628481608.0,,,,,0.0,
1503628485610.0,,,,,0.0,
1503628489622.0,,,,,0.0,
1503628493627.0,,,,,0.0,
1503628497631.0,,,,,0.0,
1503628501634.0,,,,,0.0,
1503628505640.0,,,,,0.0,
1503628509643.0,,,,,0.0,
1503628513654.0,,,,,0.0,
1503628517660.0,,,,,0.0,
1503628521662.0,,,,,0.0,
1503628525663.0,,,,,0.0,
1503628529665.0,,,,,0.0,
1503628533670.0,,,,,0.0,
1503628537672.0,,,,,0.0,
1503628541672.0,,,,,0.0,
1503628545674.0,,,,,0.0,
1503628549676.0,,,,,0.0,
1503628553679.0,,,,,0.0,
1503628557688.0,,,,,0.0,
1503628561698.0,,,,,0.0,
1503628565704.0,,,,,0.0,
1503628569706.0,,,,,0.0,
1503628573714.0,,,,,0.0,
1503628577716.0,,,,,0.0,
1503628581727.0,,,,,0.0,
1503628585731.0,,,,,0.0,
1503628589743.0,,,,,0.0,
1503628593751.0,,,,,0.0,
1503628597753.0,,,,,0.0,
1503628601754.0,,,,,0.0,
1503628605757.0,,,,,0.0,
1503628609768.0,,,,,0.0,
1503628613772.0,,,,,0.0,
1503628617775.0,,,,,0.0,
1503628621777.0,,,,,0.0,
1503628625788.0,,,,,0.0,
1503628629792.0,,,,,0.0,
1503628633796.0,,,,,0.0,
1503628637804.0,,,,,0.0,
1503628641817.0,,,,,0.0,
1503628645824.0,,,,,0.0,
1503628649829.0,,,,,0.0,
1503628653839.0,,,,,0.0,
1503628657845.0,,,,,0.0,
1503628661854.0,,,,,0.0,
1503628665868.0,,,,,0.0,
1503628669874.0,,,,,0.0,
1503628673877.0,,,,,0.0,
1503628677889.0,,,,,0.0,
1503628681901.0,,,,,0.0,
1503628685910.0,,,,,0.0,
1503628689914.0,,,,,0.0,
1503628693921.0,,,,,0.0,
1503628697929.0,,,,,0.0,
1503628701932.0,,,,,0.0,
1503628705942.0,,,,,0.0,
1503628709952.0,,,,,0.0,
1503628713956.0,,,,,0.0,
1503628717963.0,,,,,0.0,
1503628721971.0,,,,,0.0,
1503628725980.0,,,,,0.0,
1503628729993.0,,,,,0.0,
1503628733999.0,,,,,0.0,
1503628738010.0,,,,,0.0,
1503628742019.0,,,,,0.0,
1503628746028.0,,,,,0.0,
1503628750040.0,,,,,0.0,
1503628754049.0,,,,,0.0,
1503628758057.0,,,,,0.0,
1503628762060.0,,,,,0.0,
1503628766069.0,,,,,0.0,
1503628770078.0,,,,,0.0,
1503628774081.0,,,,,0.0,
1503628778084.0,,,,,0.0,
1503628782087.0,,,,,0.0,
1503628786100.0,,,,,0.0,
1503628790102.0,,,,,0.0,
1503628794104.0,,,,,0.0,
1503628798106.0,,,,,0.0,
1503628802109.0,,,,,0.0,
1503628806123.0,,,,,0.0,
1503628810127.0,,,,,0.0,
1503628814132.0,,,,,0.0,
1503628818137.0,,,,,0.0,
1503628822143.0,,,,,0.0,
1503628826154.0,,,,,0.0,
1503628830163.0,,,,,0.0,
1503628834165.0,,,,,0.0,
1503628838171.0,,,,,0.0,
1503628842176.0,,,,,0.0,
1503628846183.0,,,,,0.0,
1503628850189.0,,,,,0.0,
1503628854193.0,,,,,0.0,
1503628858200.0,,,,,0.0,
1503628862208.0,,,,,0.0,
1503628866211.0,,,,,0.0,
1503628870214.0,,,,,0.0,
1503628874217.0,,,,,0.0,
1503628878221.0,,,,,0.0,
1503628882224.0,,,,,0.0,
1503628886228.0,,,,,0.0,
1503628890233.0,,,,,0.0,
1503628894237.0,,,,,0.0,
1503628898241.0,,,,,0.0,
1503628902242.0,,,,,0.0,
1503628906249.0,,,,,0.0,
1503628910253.0,,,,,0.0,
1503628914257.0,,,,,0.0,
1503628918270.0,,,,,0.0,
1503628922284.0,,,,,0.0,
1503628926291.0,,,,,0.0,
1503628930300.0,,,,,0.0,
1503628934309.0,,,,,0.0,
1503628938328.0,,,,,0.0,
